#Zk_Abs,0,re(Mode(1)),vpc
0.8527294009969077,0,185,0.30021001720942814
1.16089601705,0,186,0.29963524605
1.1499786158304877,0,187,0.29935279605000004
1.1390612141164633,0,188,0.2990703465445122
1.1293554046519194,0,189,0.29876891067078726
1.1255233382888745,0,190,0.2983754292134027
1.1216912715133376,0,191,0.2979819481685101
1.117850348762998,0,192,0.2975830834409183
1.1139269854949359,0,193,0.2971340982957461
1.1100052525748987,0,194,0.29668530018893385
1.1062991775920634,0,195,0.29619358422698416
1.1039802641,0,196,0.2954237501
1.1016613499142858,0,197,0.2946539166666667
1.1033572824142641,0,198,0.293957843616085
1.109104851207725,0,199,0.2932298124506438
1.1203242707528516,0,200,0.29228483191444865
1.143074551216268,0,201,0.29113686087559804
1.15816287509766,0,202,0.2899883053072228
1.1762557835873493,0,203,0.28870756671987957
1.2008406720523972,0,204,0.2874672866176143
1.2258225205914217,0,205,0.28597498402031607
1.2698889197727272,0,206,0.28428262920454545
1.3674982977950825,0,207,0.2815628357655737
1.4876081610887237,0,208,0.2787122103512015
1.7137450710179392,0,209,0.27500265341255603
2.5146651279642938,0,210,0.269003887525974
