#Zk_Abs,0,re(Mode(1)),vpc
20.04419270026797,0,202,0.30777570080805183
8.540329014879957,0,203,0.3022985651976825
6.457529303127086,0,204,0.29945579823684265
4.91379505428432,0,205,0.29705356838736624
4.26688778790519,0,206,0.29538424686801085
3.61998052152608,0,207,0.2937149253486555
3.1726388479366823,0,208,0.2924093371597862
2.8495614600440717,0,209,0.2913302362218759
2.6320908777692686,0,210,0.2905742117818056
2.422462235883634,0,211,0.28984092319575244
2.2720408573160853,0,212,0.2892496128621151
2.1216194787485367,0,213,0.28865830252847774
1.9987710819810631,0,214,0.28816031706886663
1.8761710737180042,0,215,0.2876631723172374
1.7839942759237708,0,216,0.2873311144282774
1.6966010790048252,0,217,0.28702501401220054
1.6187394620468687,0,218,0.28676203916489423
1.5502396193455479,0,219,0.28654142160160284
1.482151647681497,0,220,0.2863221197711839
1.4302336816565018,0,221,0.2861544734495069
1.3783157156315065,0,222,0.28598682712782986
1.3302394874720465,0,223,0.2858407331158713
1.286591711172521,0,224,0.28571948290361987
1.2429439348729954,0,225,0.28559823269136836
1.2057480426406058,0,226,0.28552432542512474
1.1699051309494217,0,227,0.285460346124735
1.134662025843031,0,228,0.28540029277312673
1.1063036056417597,0,229,0.28538530214840374
1.0779451854404882,0,230,0.28537031152368075
1.0504120282769975,0,231,0.28535700410418785
1.0256474121815207,0,232,0.2853493433968243
1.0008827960860438,0,233,0.2853416826894607
0.9773903148398344,0,234,0.2853432076446565
0.9561303285599752,0,235,0.28536085270334444
0.9348703422801159,0,236,0.28537849776203245
0.9144298892453557,0,237,0.28539003592313855
0.8950505808533111,0,238,0.28539366677640643
0.8756712724612666,0,239,0.28539729762967436
0.8587820366004126,0,240,0.285418909627352
0.8439967915412919,0,241,0.2854557148220023
0.8292115464821711,0,242,0.2854925200166527
0.8147793661402674,0,243,0.2855048263697338
0.8006202224633361,0,244,0.2854981869554482
0.7864610787864048,0,245,0.2854915475411627
0.7740289839258888,0,246,0.2855026057792236
0.762357889786962,0,247,0.2855214622486247
0.750686795648035,0,248,0.2855403187180257
0.7395599608890869,0,249,0.28555052768194944
0.7286049141039573,0,250,0.28555800717992513
0.7176498673188276,0,251,0.2855654866779009
0.7090776062624553,0,252,0.28554032018207226
0.7009111886774584,0,253,0.28550959331911024
0.6926902940482411,0,254,0.28547912101562317
0.6833007852438979,0,255,0.28545410939406257
0.6739112764395547,0,256,0.2854290977725019
0.6651815275401647,0,257,0.28539275237182704
0.6587613310424659,0,258,0.28531673199760926
0.6523411345447672,0,259,0.2852407116233915
0.6451131201264979,0,260,0.2851586786738967
0.6371503584179568,0,261,0.2850711770126047
0.6291875967094156,0,262,0.2849836753513127
0.627109867266273,0,263,0.28485469620924614
0.6260270246044664,0,264,0.28471870514345776
0.6240307250772724,0,265,0.28456298122574697
0.6198837157854649,0,266,0.284360796835822
0.6157367064936572,0,267,0.284158612445897
0.6168175833603463,0,268,0.28390310025251325
0.61860828227494,0,269,0.2836403474174029
